Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05459446010414376,0.06262312960107068,0.05459446010414376,0.05994649603962898,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059946505093780265,0.06315834273387738,0.059946505093780265,0.062087319791316986,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.062087310518934874,0.0636935368959988,0.062087310518934874,0.06315833330154419,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06315833754439426,0.06369354117480276,0.06101690742901875,0.06155211105942726,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06155208551101,0.062087288919271684,0.059946475286224925,0.06048167869448662,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06048171203753604,0.06048171203753604,0.05834089722427642,0.058876100927591324,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05887610839731562,0.05994651593975008,0.056200089541229487,0.05727049708366394,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.0572704779396425,0.0572704779396425,0.055129663570391785,0.05566486716270447,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.0556648406978611,0.05673524737358093,0.05512963736000119,0.05673524737358093,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05673525948755409,0.05887607329609505,0.05620005603541885,0.05834086984395981,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05834087655504706,0.05941128358244896,0.05834087655504706,0.05941128358244896,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05941130463090623,0.05941130463090623,0.057805693520961515,0.058876100927591324,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05887607329609505,0.05887607329609505,0.058340869843959815,0.05834086984395981,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05834089722427642,0.05994650833422113,0.05834089722427642,0.058876100927591324,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05941128358244896,0.06101689412355182,0.05941128358244896,0.05941128358244896,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05941128358244896,0.059946487096149914,0.05941128358244896,0.05941128358244896,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.059411276748230296,0.05994648020036554,0.05727046293968933,0.05834086984395981,16560000,0.0,0.0
